x,y,dt_placement,month,year,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan,region,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_day,lst_night,lst_jan_mean,lst_feb_mean,lst_mar_mean,lst_apr_mean
-4.002558,5.302408,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-4.002063,5.303105,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-4.001441,5.303794,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.023469112489884,-0.155387355298308,-0.0562360801781737,0.155387355298308,0.0330720416811369,-0.170515481710126,-0.0620160871173354,0.170515481710126,0.0199519408999767,0.0579524176588806,0.0275609428852266,0.0579524176588806,15521,14777,15312.75,15374.5,15586,
-4.002821,5.303131,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-4.001539,5.302934,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.023469112489884,-0.155387355298308,-0.0562360801781737,0.155387355298308,0.0330720416811369,-0.170515481710126,-0.0620160871173354,0.170515481710126,0.0199519408999767,0.0579524176588806,0.0275609428852266,0.0579524176588806,15521,14777,15312.75,15374.5,15586,
-4.001938,5.304046,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.023469112489884,-0.155387355298308,-0.0562360801781737,0.155387355298308,0.0330720416811369,-0.170515481710126,-0.0620160871173354,0.170515481710126,0.0199519408999767,0.0579524176588806,0.0275609428852266,0.0579524176588806,15521,14777,15312.75,15374.5,15586,
-4.002511,5.301449,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-4.00265,5.303249,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-4.003244,5.30247,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-4.002288,5.303123,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-3.887915,5.350244,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.115072933549433,-0.156173344235487,-0.159876369766788,0.156173344235487,0.205199056332922,-0.0898896977692873,-0.224615824083473,0.0898896977692873,0.0938830712312417,0.091845723057648,0.0608835611638923,0.091845723057648,15265,14744,15180.4444444444,15293.5,15128,15353
-3.88399,5.351018,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.243878060969515,-0.0602227676043043,-0.253588516746411,0.0602227676043043,0.158160265179365,-0.125802700893309,-0.190728728140695,0.125802700893309,0.0543868380102786,0.0313635813985103,0.0530438870262609,0.0313635813985103,15265,14721,15247.3333333333,15345.5,15136,15280
-3.885848,5.350373,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.115072933549433,-0.156173344235487,-0.159876369766788,0.156173344235487,0.205199056332922,-0.0898896977692873,-0.224615824083473,0.0898896977692873,0.0938830712312417,0.091845723057648,0.0608835611638923,0.091845723057648,15265,14744,15180.4444444444,15293.5,15128,15353
-3.887104,5.351529,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.115072933549433,-0.156173344235487,-0.159876369766788,0.156173344235487,0.205199056332922,-0.0898896977692873,-0.224615824083473,0.0898896977692873,0.0938830712312417,0.091845723057648,0.0608835611638923,0.091845723057648,15265,14744,15180.4444444444,15293.5,15128,15353
-3.887329,5.351022,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.115072933549433,-0.156173344235487,-0.159876369766788,0.156173344235487,0.205199056332922,-0.0898896977692873,-0.224615824083473,0.0898896977692873,0.0938830712312417,0.091845723057648,0.0608835611638923,0.091845723057648,15265,14744,15180.4444444444,15293.5,15128,15353
-3.886851,5.350634,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.115072933549433,-0.156173344235487,-0.159876369766788,0.156173344235487,0.205199056332922,-0.0898896977692873,-0.224615824083473,0.0898896977692873,0.0938830712312417,0.091845723057648,0.0608835611638923,0.091845723057648,15265,14744,15180.4444444444,15293.5,15128,15353
-3.888223,5.351464,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.115072933549433,-0.156173344235487,-0.159876369766788,0.156173344235487,0.205199056332922,-0.0898896977692873,-0.224615824083473,0.0898896977692873,0.0938830712312417,0.091845723057648,0.0608835611638923,0.091845723057648,15265,14744,15180.4444444444,15293.5,15128,15353
-3.887654,5.351031,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.115072933549433,-0.156173344235487,-0.159876369766788,0.156173344235487,0.205199056332922,-0.0898896977692873,-0.224615824083473,0.0898896977692873,0.0938830712312417,0.091845723057648,0.0608835611638923,0.091845723057648,15265,14744,15180.4444444444,15293.5,15128,15353
-3.884261,5.350864,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.243878060969515,-0.0602227676043043,-0.253588516746411,0.0602227676043043,0.158160265179365,-0.125802700893309,-0.190728728140695,0.125802700893309,0.0543868380102786,0.0313635813985103,0.0530438870262609,0.0313635813985103,15265,14721,15247.3333333333,15345.5,15136,15280
-3.88427,5.350882,2022-09-10,9,2022,0.5,19.9,1244,Ivory Coast,0.243878060969515,-0.0602227676043043,-0.253588516746411,0.0602227676043043,0.158160265179365,-0.125802700893309,-0.190728728140695,0.125802700893309,0.0543868380102786,0.0313635813985103,0.0530438870262609,0.0313635813985103,15265,14721,15247.3333333333,15345.5,15136,15280
-3.968925,5.347426,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.0574948665297741,-0.0695573622402891,-0.0686864494708446,0.0695573622402891,0.0446147307847683,-0.0618483055607331,-0.051545440081282,0.0618483055607331,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-3.969491,5.346276,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.0574948665297741,-0.0695573622402891,-0.0686864494708446,0.0695573622402891,0.0446147307847683,-0.0618483055607331,-0.051545440081282,0.0618483055607331,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-3.969211,5.346168,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.0574948665297741,-0.0695573622402891,-0.0686864494708446,0.0695573622402891,0.0446147307847683,-0.0618483055607331,-0.051545440081282,0.0618483055607331,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-3.970636,5.345487,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.0450252580716011,-0.0120431893687708,-0.0418217648346835,0.0120431893687708,0.0608715916164378,-0.0269037887399602,-0.0531427698948359,0.0269037887399602,0.0460851636563992,0.0737259873429571,0.0473285334636086,0.0737259873429571,15329,14787,15316,15366,15506,
-3.970242,5.347478,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.0574948665297741,-0.0695573622402891,-0.0686864494708446,0.0695573622402891,0.0446147307847683,-0.0618483055607331,-0.051545440081282,0.0618483055607331,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-3.969831,5.34434,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.051901458981105,-0.0321302816901408,-0.0446555819477435,0.0321302816901408,0.0446147307847683,-0.061848305560733,-0.051545440081282,0.061848305560733,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-3.970412,5.346401,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.0574948665297741,-0.0695573622402891,-0.0686864494708446,0.0695573622402891,0.0446147307847683,-0.0618483055607331,-0.051545440081282,0.0618483055607331,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-4.002458,5.301685,2022-09-10,9,2022,,26,1371.5,Ivory Coast,0.00561241333773525,-0.163416643779182,-0.0221476510067115,0.163416643779182,0.0261507653727159,-0.16014758919747,-0.048516458900169,0.16014758919747,0.0198745756014502,0.0468468248226014,0.0221346026463634,0.0468468248226014,15531,14779,15275.5555555556,15354.5,15572,15567
-3.96987,5.345859,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.0574948665297741,-0.0695573622402891,-0.0686864494708446,0.0695573622402891,0.0446147307847683,-0.0618483055607331,-0.051545440081282,0.0618483055607331,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-3.969173,5.344811,2022-09-10,9,2022,0.6,15.8,1369.4,Ivory Coast,0.051901458981105,-0.0321302816901408,-0.0446555819477435,0.0321302816901408,0.0446147307847683,-0.061848305560733,-0.051545440081282,0.061848305560733,0.0126746978960811,0.0463152314813842,0.0104416526378154,0.0463152314813842,15329,14787,15316,15366,15506,
-3.058417,5.283778,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.049389,5.282611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.059194,5.295056,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.061333,5.285667,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.053944,5.287639,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.0515,5.2895,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.0535,5.277194,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14714,15038.3333333333,,15138,15027
-3.059639,5.289611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.052083,5.284639,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.055694,5.298528,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.058667,5.300944,2022-09-10,9,2022,,9.2,1070.1,Ivory Coast,,,,,,,,,,,,,14977,14714,15077.5,14871,15159,15226
-3.045028,5.289167,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15046.8888888889,,15197,15250
-3.052917,5.284167,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.052306,5.285833,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.052583,5.285167,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.053361,5.284056,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.054944,5.284083,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.054417,5.28475,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.053861,5.285583,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.055639,5.285611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.057083,5.285528,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.057806,5.284889,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.058667,5.286083,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.05775,5.2865,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.056917,5.288139,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.056417,5.287139,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.054667,5.287944,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055278,5.287806,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055833,5.287611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.057361,5.286722,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055472,5.286278,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.054111,5.295861,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15081,14871,15242,
-3.054778,5.296389,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.055333,5.297361,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.056694,5.299222,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.056667,5.298278,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.056194,5.297056,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.055667,5.295389,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.056194,5.294083,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.057222,5.295139,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.05775,5.2965,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.058,5.298556,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.058389,5.299611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.05925,5.300056,2022-09-10,9,2022,,9.2,1070.1,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.058583,5.29875,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.058889,5.297556,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.061556,5.296583,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.059861,5.296472,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.059472,5.295333,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.051194,5.288083,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.050667,5.287528,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.049833,5.288111,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.048889,5.288278,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.048028,5.287361,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.048083,5.288611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.046639,5.288611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.046139,5.289722,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.050333,5.288611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.056694,5.285139,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.056833,5.285,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.057028,5.284778,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055333,5.284306,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055472,5.284111,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055694,5.283667,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055667,5.283556,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055694,5.282806,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.053278,5.282222,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.053333,5.282083,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14714,15038.3333333333,,15138,15027
-3.053056,5.281694,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14714,15038.3333333333,,15138,15027
-3.053167,5.281028,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14714,15038.3333333333,,15138,15027
-3.053361,5.280528,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14714,15038.3333333333,,15138,15027
-3.052083,5.283778,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.051917,5.283611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.05175,5.283333,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.051417,5.28275,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.051278,5.282139,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.0515,5.285639,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.051278,5.285444,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.051,5.285306,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.050278,5.284361,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.050278,5.283639,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.054,5.287667,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.053611,5.287611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.053083,5.287778,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.052889,5.287889,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.056556,5.288583,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.056556,5.289139,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.056556,5.289861,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.056139,5.2905,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.055583,5.291472,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.054278,5.291278,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,14977,14713,15034.4285714286,14871,15181,15238
-3.053472,5.290972,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.052417,5.290222,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.050472,5.288528,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14717,15042.5555555556,,15215.5,15269
-3.057361,5.287944,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.057444,5.288139,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.057361,5.287583,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.05775,5.289056,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.057806,5.289111,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.058944,5.28525,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.059222,5.285028,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.059667,5.284694,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.060083,5.28425,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.06075,5.284,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.058722,5.282889,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
-3.058972,5.282611,2022-09-10,9,2022,0.1,12.4,1082.7,Ivory Coast,,,,,,,,,,,,,,14716,15006.2857142857,,15186.5,15209
