"x","y","region"
-4.45211443125889,5.53324647800378,"IC"
-4.45211443125889,5.551213169604,"IC"
-4.43407294977675,5.53324647800378,"IC"
-4.43407294977675,5.551213169604,"IC"
-4.43407294977675,5.56917986120421,"IC"
-4.41603146829461,5.51527978640357,"IC"
-4.41603146829461,5.53324647800378,"IC"
-4.41603146829461,5.551213169604,"IC"
-4.41603146829461,5.56917986120421,"IC"
-4.41603146829461,5.58714655280443,"IC"
-4.39798998681247,5.51527978640357,"IC"
-4.39798998681247,5.53324647800378,"IC"
-4.39798998681247,5.551213169604,"IC"
-4.39798998681247,5.56917986120421,"IC"
-4.39798998681247,5.58714655280443,"IC"
-4.39798998681247,5.60511324440464,"IC"
-4.37994850533033,5.51527978640357,"IC"
-4.37994850533033,5.53324647800378,"IC"
-4.37994850533033,5.551213169604,"IC"
-4.37994850533033,5.56917986120421,"IC"
-4.37994850533033,5.58714655280443,"IC"
-4.37994850533033,5.60511324440464,"IC"
-4.36190702384819,5.51527978640357,"IC"
-4.36190702384819,5.53324647800378,"IC"
-4.36190702384819,5.551213169604,"IC"
-4.36190702384819,5.56917986120421,"IC"
-4.36190702384819,5.58714655280443,"IC"
-4.34386554236605,5.49731309480336,"IC"
-4.34386554236605,5.51527978640357,"IC"
-4.34386554236605,5.53324647800378,"IC"
-4.34386554236605,5.551213169604,"IC"
-4.34386554236605,5.56917986120421,"IC"
-4.34386554236605,5.58714655280443,"IC"
-4.32582406088391,5.40747963680229,"IC"
-4.32582406088391,5.49731309480336,"IC"
-4.32582406088391,5.51527978640357,"IC"
-4.32582406088391,5.53324647800378,"IC"
-4.32582406088391,5.551213169604,"IC"
-4.32582406088391,5.56917986120421,"IC"
-4.32582406088391,5.58714655280443,"IC"
-4.30778257940177,5.33561287040143,"IC"
-4.30778257940177,5.35357956200165,"IC"
-4.30778257940177,5.37154625360186,"IC"
-4.30778257940177,5.38951294520207,"IC"
-4.30778257940177,5.40747963680229,"IC"
-4.30778257940177,5.4254463284025,"IC"
-4.30778257940177,5.46137971160293,"IC"
-4.30778257940177,5.47934640320314,"IC"
-4.30778257940177,5.49731309480336,"IC"
-4.30778257940177,5.51527978640357,"IC"
-4.30778257940177,5.53324647800378,"IC"
-4.30778257940177,5.551213169604,"IC"
-4.30778257940177,5.56917986120421,"IC"
-4.30778257940177,5.58714655280443,"IC"
-4.28974109791963,5.28171279560079,"IC"
-4.28974109791963,5.299679487201,"IC"
-4.28974109791963,5.31764617880122,"IC"
-4.28974109791963,5.33561287040143,"IC"
-4.28974109791963,5.35357956200165,"IC"
-4.28974109791963,5.37154625360186,"IC"
-4.28974109791963,5.38951294520207,"IC"
-4.28974109791963,5.40747963680229,"IC"
-4.28974109791963,5.4254463284025,"IC"
-4.28974109791963,5.44341302000271,"IC"
-4.28974109791963,5.46137971160293,"IC"
-4.28974109791963,5.47934640320314,"IC"
-4.28974109791963,5.49731309480336,"IC"
-4.28974109791963,5.51527978640357,"IC"
-4.28974109791963,5.53324647800378,"IC"
-4.28974109791963,5.551213169604,"IC"
-4.28974109791963,5.56917986120421,"IC"
-4.28974109791963,5.58714655280443,"IC"
-4.27169961643749,5.28171279560079,"IC"
-4.27169961643749,5.299679487201,"IC"
-4.27169961643749,5.31764617880122,"IC"
-4.27169961643749,5.33561287040143,"IC"
-4.27169961643749,5.35357956200165,"IC"
-4.27169961643749,5.37154625360186,"IC"
-4.27169961643749,5.38951294520207,"IC"
-4.27169961643749,5.40747963680229,"IC"
-4.27169961643749,5.4254463284025,"IC"
-4.27169961643749,5.44341302000271,"IC"
-4.27169961643749,5.46137971160293,"IC"
-4.27169961643749,5.47934640320314,"IC"
-4.27169961643749,5.49731309480336,"IC"
-4.27169961643749,5.51527978640357,"IC"
-4.27169961643749,5.53324647800378,"IC"
-4.27169961643749,5.551213169604,"IC"
-4.27169961643749,5.56917986120421,"IC"
-4.27169961643749,5.58714655280443,"IC"
-4.25365813495535,5.28171279560079,"IC"
-4.25365813495535,5.299679487201,"IC"
-4.25365813495535,5.31764617880122,"IC"
-4.25365813495535,5.33561287040143,"IC"
-4.25365813495535,5.35357956200165,"IC"
-4.25365813495535,5.37154625360186,"IC"
-4.25365813495535,5.38951294520207,"IC"
-4.25365813495535,5.40747963680229,"IC"
-4.25365813495535,5.4254463284025,"IC"
-4.25365813495535,5.44341302000271,"IC"
-4.25365813495535,5.46137971160293,"IC"
-4.25365813495535,5.47934640320314,"IC"
-4.25365813495535,5.49731309480336,"IC"
-4.25365813495535,5.51527978640357,"IC"
-4.25365813495535,5.53324647800378,"IC"
-4.25365813495535,5.551213169604,"IC"
-4.25365813495535,5.56917986120421,"IC"
-4.25365813495535,5.58714655280443,"IC"
-4.25365813495535,5.60511324440464,"IC"
-4.23561665347321,5.28171279560079,"IC"
-4.23561665347321,5.299679487201,"IC"
-4.23561665347321,5.31764617880122,"IC"
-4.23561665347321,5.33561287040143,"IC"
-4.23561665347321,5.35357956200165,"IC"
-4.23561665347321,5.37154625360186,"IC"
-4.23561665347321,5.38951294520207,"IC"
-4.23561665347321,5.40747963680229,"IC"
-4.23561665347321,5.4254463284025,"IC"
-4.23561665347321,5.44341302000271,"IC"
-4.23561665347321,5.46137971160293,"IC"
-4.23561665347321,5.47934640320314,"IC"
-4.23561665347321,5.49731309480336,"IC"
-4.23561665347321,5.51527978640357,"IC"
-4.23561665347321,5.53324647800378,"IC"
-4.23561665347321,5.551213169604,"IC"
-4.23561665347321,5.56917986120421,"IC"
-4.23561665347321,5.58714655280443,"IC"
-4.23561665347321,5.60511324440464,"IC"
-4.21757517199107,5.22781272080015,"IC"
-4.21757517199107,5.24577941240036,"IC"
-4.21757517199107,5.26374610400058,"IC"
-4.21757517199107,5.28171279560079,"IC"
-4.21757517199107,5.299679487201,"IC"
-4.21757517199107,5.31764617880122,"IC"
-4.21757517199107,5.33561287040143,"IC"
-4.21757517199107,5.35357956200165,"IC"
-4.21757517199107,5.37154625360186,"IC"
-4.21757517199107,5.38951294520207,"IC"
-4.21757517199107,5.40747963680229,"IC"
-4.21757517199107,5.4254463284025,"IC"
-4.21757517199107,5.44341302000271,"IC"
-4.21757517199107,5.46137971160293,"IC"
-4.21757517199107,5.47934640320314,"IC"
-4.21757517199107,5.49731309480336,"IC"
-4.21757517199107,5.51527978640357,"IC"
-4.21757517199107,5.53324647800378,"IC"
-4.21757517199107,5.551213169604,"IC"
-4.21757517199107,5.56917986120421,"IC"
-4.21757517199107,5.58714655280443,"IC"
-4.21757517199107,5.60511324440464,"IC"
-4.19953369050893,5.22781272080015,"IC"
-4.19953369050893,5.24577941240036,"IC"
-4.19953369050893,5.26374610400058,"IC"
-4.19953369050893,5.28171279560079,"IC"
-4.19953369050893,5.299679487201,"IC"
-4.19953369050893,5.31764617880122,"IC"
-4.19953369050893,5.33561287040143,"IC"
-4.19953369050893,5.35357956200165,"IC"
-4.19953369050893,5.37154625360186,"IC"
-4.19953369050893,5.38951294520207,"IC"
-4.19953369050893,5.40747963680229,"IC"
-4.19953369050893,5.4254463284025,"IC"
-4.19953369050893,5.44341302000271,"IC"
-4.19953369050893,5.46137971160293,"IC"
-4.19953369050893,5.47934640320314,"IC"
-4.19953369050893,5.49731309480336,"IC"
-4.19953369050893,5.51527978640357,"IC"
-4.19953369050893,5.53324647800378,"IC"
-4.19953369050893,5.551213169604,"IC"
-4.19953369050893,5.56917986120421,"IC"
-4.19953369050893,5.58714655280443,"IC"
-4.19953369050893,5.60511324440464,"IC"
-4.18149220902679,5.22781272080015,"IC"
-4.18149220902679,5.24577941240036,"IC"
-4.18149220902679,5.26374610400058,"IC"
-4.18149220902679,5.28171279560079,"IC"
-4.18149220902679,5.299679487201,"IC"
-4.18149220902679,5.31764617880122,"IC"
-4.18149220902679,5.33561287040143,"IC"
-4.18149220902679,5.35357956200165,"IC"
-4.18149220902679,5.37154625360186,"IC"
-4.18149220902679,5.38951294520207,"IC"
-4.18149220902679,5.40747963680229,"IC"
-4.18149220902679,5.4254463284025,"IC"
-4.18149220902679,5.44341302000271,"IC"
-4.18149220902679,5.46137971160293,"IC"
-4.18149220902679,5.47934640320314,"IC"
-4.18149220902679,5.49731309480336,"IC"
-4.18149220902679,5.51527978640357,"IC"
-4.18149220902679,5.53324647800378,"IC"
-4.18149220902679,5.551213169604,"IC"
-4.18149220902679,5.56917986120421,"IC"
-4.18149220902679,5.58714655280443,"IC"
-4.18149220902679,5.60511324440464,"IC"
-4.16345072754465,5.22781272080015,"IC"
-4.16345072754465,5.24577941240036,"IC"
-4.16345072754465,5.26374610400058,"IC"
-4.16345072754465,5.28171279560079,"IC"
-4.16345072754465,5.299679487201,"IC"
-4.16345072754465,5.31764617880122,"IC"
-4.16345072754465,5.33561287040143,"IC"
-4.16345072754465,5.35357956200165,"IC"
-4.16345072754465,5.37154625360186,"IC"
-4.16345072754465,5.38951294520207,"IC"
-4.16345072754465,5.40747963680229,"IC"
-4.16345072754465,5.4254463284025,"IC"
-4.16345072754465,5.44341302000271,"IC"
-4.16345072754465,5.46137971160293,"IC"
-4.16345072754465,5.47934640320314,"IC"
-4.16345072754465,5.49731309480336,"IC"
-4.16345072754465,5.51527978640357,"IC"
-4.16345072754465,5.53324647800378,"IC"
-4.16345072754465,5.551213169604,"IC"
-4.16345072754465,5.56917986120421,"IC"
-4.16345072754465,5.58714655280443,"IC"
-4.16345072754465,5.60511324440464,"IC"
-4.14540924606251,5.22781272080015,"IC"
-4.14540924606251,5.24577941240036,"IC"
-4.14540924606251,5.26374610400058,"IC"
-4.14540924606251,5.28171279560079,"IC"
-4.14540924606251,5.299679487201,"IC"
-4.14540924606251,5.31764617880122,"IC"
-4.14540924606251,5.33561287040143,"IC"
-4.14540924606251,5.35357956200165,"IC"
-4.14540924606251,5.37154625360186,"IC"
-4.14540924606251,5.38951294520207,"IC"
-4.14540924606251,5.40747963680229,"IC"
-4.14540924606251,5.4254463284025,"IC"
-4.14540924606251,5.44341302000271,"IC"
-4.14540924606251,5.46137971160293,"IC"
-4.14540924606251,5.47934640320314,"IC"
-4.14540924606251,5.49731309480336,"IC"
-4.14540924606251,5.51527978640357,"IC"
-4.14540924606251,5.53324647800378,"IC"
-4.14540924606251,5.551213169604,"IC"
-4.14540924606251,5.56917986120421,"IC"
-4.14540924606251,5.58714655280443,"IC"
-4.14540924606251,5.60511324440464,"IC"
-4.12736776458037,5.22781272080015,"IC"
-4.12736776458037,5.24577941240036,"IC"
-4.12736776458037,5.26374610400058,"IC"
-4.12736776458037,5.28171279560079,"IC"
-4.12736776458037,5.299679487201,"IC"
-4.12736776458037,5.31764617880122,"IC"
-4.12736776458037,5.33561287040143,"IC"
-4.12736776458037,5.35357956200165,"IC"
-4.12736776458037,5.37154625360186,"IC"
-4.12736776458037,5.38951294520207,"IC"
-4.12736776458037,5.40747963680229,"IC"
-4.12736776458037,5.4254463284025,"IC"
-4.12736776458037,5.44341302000271,"IC"
-4.12736776458037,5.46137971160293,"IC"
-4.12736776458037,5.47934640320314,"IC"
-4.12736776458037,5.49731309480336,"IC"
-4.12736776458037,5.51527978640357,"IC"
-4.12736776458037,5.53324647800378,"IC"
-4.12736776458037,5.551213169604,"IC"
-4.12736776458037,5.56917986120421,"IC"
-4.12736776458037,5.58714655280443,"IC"
-4.10932628309823,5.22781272080015,"IC"
-4.10932628309823,5.24577941240036,"IC"
-4.10932628309823,5.26374610400058,"IC"
-4.10932628309823,5.28171279560079,"IC"
-4.10932628309823,5.299679487201,"IC"
-4.10932628309823,5.31764617880122,"IC"
-4.10932628309823,5.33561287040143,"IC"
-4.10932628309823,5.35357956200165,"IC"
-4.10932628309823,5.37154625360186,"IC"
-4.10932628309823,5.38951294520207,"IC"
-4.10932628309823,5.40747963680229,"IC"
-4.10932628309823,5.4254463284025,"IC"
-4.10932628309823,5.44341302000271,"IC"
-4.10932628309823,5.46137971160293,"IC"
-4.10932628309823,5.47934640320314,"IC"
-4.10932628309823,5.49731309480336,"IC"
-4.10932628309823,5.51527978640357,"IC"
-4.10932628309823,5.53324647800378,"IC"
-4.10932628309823,5.551213169604,"IC"
-4.10932628309823,5.56917986120421,"IC"
-4.10932628309823,5.58714655280443,"IC"
-4.09128480161609,5.24577941240036,"IC"
-4.09128480161609,5.26374610400058,"IC"
-4.09128480161609,5.28171279560079,"IC"
-4.09128480161609,5.299679487201,"IC"
-4.09128480161609,5.31764617880122,"IC"
-4.09128480161609,5.33561287040143,"IC"
-4.09128480161609,5.35357956200165,"IC"
-4.09128480161609,5.37154625360186,"IC"
-4.09128480161609,5.38951294520207,"IC"
-4.09128480161609,5.40747963680229,"IC"
-4.09128480161609,5.4254463284025,"IC"
-4.09128480161609,5.44341302000271,"IC"
-4.09128480161609,5.46137971160293,"IC"
-4.09128480161609,5.47934640320314,"IC"
-4.09128480161609,5.49731309480336,"IC"
-4.09128480161609,5.51527978640357,"IC"
-4.09128480161609,5.53324647800378,"IC"
-4.09128480161609,5.551213169604,"IC"
-4.09128480161609,5.56917986120421,"IC"
-4.07324332013395,5.24577941240036,"IC"
-4.07324332013395,5.26374610400058,"IC"
-4.07324332013395,5.28171279560079,"IC"
-4.07324332013395,5.299679487201,"IC"
-4.07324332013395,5.31764617880122,"IC"
-4.07324332013395,5.33561287040143,"IC"
-4.07324332013395,5.35357956200165,"IC"
-4.07324332013395,5.37154625360186,"IC"
-4.07324332013395,5.38951294520207,"IC"
-4.07324332013395,5.40747963680229,"IC"
-4.07324332013395,5.4254463284025,"IC"
-4.07324332013395,5.44341302000271,"IC"
-4.07324332013395,5.46137971160293,"IC"
-4.07324332013395,5.47934640320314,"IC"
-4.07324332013395,5.49731309480336,"IC"
-4.07324332013395,5.51527978640357,"IC"
-4.07324332013395,5.53324647800378,"IC"
-4.07324332013395,5.551213169604,"IC"
-4.07324332013395,5.56917986120421,"IC"
-4.05520183865181,5.24577941240036,"IC"
-4.05520183865181,5.26374610400058,"IC"
-4.05520183865181,5.28171279560079,"IC"
-4.05520183865181,5.299679487201,"IC"
-4.05520183865181,5.31764617880122,"IC"
-4.05520183865181,5.33561287040143,"IC"
-4.05520183865181,5.35357956200165,"IC"
-4.05520183865181,5.37154625360186,"IC"
-4.05520183865181,5.38951294520207,"IC"
-4.05520183865181,5.40747963680229,"IC"
-4.05520183865181,5.4254463284025,"IC"
-4.05520183865181,5.44341302000271,"IC"
-4.05520183865181,5.46137971160293,"IC"
-4.05520183865181,5.47934640320314,"IC"
-4.05520183865181,5.49731309480336,"IC"
-4.05520183865181,5.51527978640357,"IC"
-4.05520183865181,5.53324647800378,"IC"
-4.05520183865181,5.551213169604,"IC"
-4.05520183865181,5.56917986120421,"IC"
-4.05520183865181,5.58714655280443,"IC"
-4.03716035716967,5.24577941240036,"IC"
-4.03716035716967,5.26374610400058,"IC"
-4.03716035716967,5.28171279560079,"IC"
-4.03716035716967,5.299679487201,"IC"
-4.03716035716967,5.31764617880122,"IC"
-4.03716035716967,5.33561287040143,"IC"
-4.03716035716967,5.35357956200165,"IC"
-4.03716035716967,5.37154625360186,"IC"
-4.03716035716967,5.38951294520207,"IC"
-4.03716035716967,5.40747963680229,"IC"
-4.03716035716967,5.4254463284025,"IC"
-4.03716035716967,5.44341302000271,"IC"
-4.03716035716967,5.46137971160293,"IC"
-4.03716035716967,5.47934640320314,"IC"
-4.03716035716967,5.49731309480336,"IC"
-4.03716035716967,5.51527978640357,"IC"
-4.03716035716967,5.53324647800378,"IC"
-4.03716035716967,5.551213169604,"IC"
-4.03716035716967,5.56917986120421,"IC"
-4.03716035716967,5.58714655280443,"IC"
-4.01911887568753,5.24577941240036,"IC"
-4.01911887568753,5.26374610400058,"IC"
-4.01911887568753,5.28171279560079,"IC"
-4.01911887568753,5.299679487201,"IC"
-4.01911887568753,5.31764617880122,"IC"
-4.01911887568753,5.33561287040143,"IC"
-4.01911887568753,5.35357956200165,"IC"
-4.01911887568753,5.37154625360186,"IC"
-4.01911887568753,5.38951294520207,"IC"
-4.01911887568753,5.40747963680229,"IC"
-4.01911887568753,5.4254463284025,"IC"
-4.01911887568753,5.44341302000271,"IC"
-4.01911887568753,5.46137971160293,"IC"
-4.01911887568753,5.47934640320314,"IC"
-4.01911887568753,5.49731309480336,"IC"
-4.01911887568753,5.51527978640357,"IC"
-4.01911887568753,5.53324647800378,"IC"
-4.01911887568753,5.551213169604,"IC"
-4.01911887568753,5.56917986120421,"IC"
-4.01911887568753,5.58714655280443,"IC"
-4.00107739420539,5.24577941240036,"IC"
-4.00107739420539,5.26374610400058,"IC"
-4.00107739420539,5.28171279560079,"IC"
-4.00107739420539,5.299679487201,"IC"
-4.00107739420539,5.31764617880122,"IC"
-4.00107739420539,5.33561287040143,"IC"
-4.00107739420539,5.35357956200165,"IC"
-4.00107739420539,5.37154625360186,"IC"
-4.00107739420539,5.38951294520207,"IC"
-4.00107739420539,5.40747963680229,"IC"
-4.00107739420539,5.4254463284025,"IC"
-4.00107739420539,5.44341302000271,"IC"
-4.00107739420539,5.46137971160293,"IC"
-4.00107739420539,5.47934640320314,"IC"
-4.00107739420539,5.49731309480336,"IC"
-4.00107739420539,5.51527978640357,"IC"
-4.00107739420539,5.53324647800378,"IC"
-4.00107739420539,5.551213169604,"IC"
-4.00107739420539,5.56917986120421,"IC"
-4.00107739420539,5.58714655280443,"IC"
-3.98303591272325,5.24577941240036,"IC"
-3.98303591272325,5.26374610400058,"IC"
-3.98303591272325,5.28171279560079,"IC"
-3.98303591272325,5.299679487201,"IC"
-3.98303591272325,5.31764617880122,"IC"
-3.98303591272325,5.33561287040143,"IC"
-3.98303591272325,5.35357956200165,"IC"
-3.98303591272325,5.37154625360186,"IC"
-3.98303591272325,5.38951294520207,"IC"
-3.98303591272325,5.40747963680229,"IC"
-3.98303591272325,5.4254463284025,"IC"
-3.98303591272325,5.44341302000271,"IC"
-3.98303591272325,5.46137971160293,"IC"
-3.98303591272325,5.47934640320314,"IC"
-3.98303591272325,5.49731309480336,"IC"
-3.98303591272325,5.51527978640357,"IC"
-3.98303591272325,5.53324647800378,"IC"
-3.98303591272325,5.551213169604,"IC"
-3.98303591272325,5.56917986120421,"IC"
-3.98303591272325,5.58714655280443,"IC"
-3.96499443124112,5.24577941240036,"IC"
-3.96499443124112,5.26374610400058,"IC"
-3.96499443124112,5.28171279560079,"IC"
-3.96499443124112,5.299679487201,"IC"
-3.96499443124112,5.31764617880122,"IC"
-3.96499443124112,5.33561287040143,"IC"
-3.96499443124112,5.35357956200165,"IC"
-3.96499443124112,5.37154625360186,"IC"
-3.96499443124112,5.38951294520207,"IC"
-3.96499443124112,5.40747963680229,"IC"
-3.96499443124112,5.4254463284025,"IC"
-3.96499443124112,5.44341302000271,"IC"
-3.96499443124112,5.46137971160293,"IC"
-3.96499443124112,5.47934640320314,"IC"
-3.96499443124112,5.49731309480336,"IC"
-3.96499443124112,5.51527978640357,"IC"
-3.96499443124112,5.53324647800378,"IC"
-3.96499443124112,5.551213169604,"IC"
-3.96499443124112,5.56917986120421,"IC"
-3.96499443124112,5.58714655280443,"IC"
-3.94695294975898,5.24577941240036,"IC"
-3.94695294975898,5.26374610400058,"IC"
-3.94695294975898,5.28171279560079,"IC"
-3.94695294975898,5.299679487201,"IC"
-3.94695294975898,5.31764617880122,"IC"
-3.94695294975898,5.33561287040143,"IC"
-3.94695294975898,5.35357956200165,"IC"
-3.94695294975898,5.37154625360186,"IC"
-3.94695294975898,5.38951294520207,"IC"
-3.94695294975898,5.40747963680229,"IC"
-3.94695294975898,5.4254463284025,"IC"
-3.94695294975898,5.44341302000271,"IC"
-3.94695294975898,5.46137971160293,"IC"
-3.94695294975898,5.47934640320314,"IC"
-3.94695294975898,5.49731309480336,"IC"
-3.94695294975898,5.51527978640357,"IC"
-3.94695294975898,5.53324647800378,"IC"
-3.94695294975898,5.551213169604,"IC"
-3.94695294975898,5.56917986120421,"IC"
-3.94695294975898,5.58714655280443,"IC"
-3.92891146827683,5.22781272080015,"IC"
-3.92891146827683,5.24577941240036,"IC"
-3.92891146827683,5.26374610400058,"IC"
-3.92891146827683,5.28171279560079,"IC"
-3.92891146827683,5.299679487201,"IC"
-3.92891146827683,5.31764617880122,"IC"
-3.92891146827683,5.33561287040143,"IC"
-3.92891146827683,5.35357956200165,"IC"
-3.92891146827683,5.37154625360186,"IC"
-3.92891146827683,5.38951294520207,"IC"
-3.92891146827683,5.40747963680229,"IC"
-3.92891146827683,5.4254463284025,"IC"
-3.92891146827683,5.44341302000271,"IC"
-3.92891146827683,5.46137971160293,"IC"
-3.92891146827683,5.47934640320314,"IC"
-3.92891146827683,5.49731309480336,"IC"
-3.92891146827683,5.51527978640357,"IC"
-3.92891146827683,5.53324647800378,"IC"
-3.92891146827683,5.551213169604,"IC"
-3.92891146827683,5.56917986120421,"IC"
-3.92891146827683,5.58714655280443,"IC"
-3.9108699867947,5.22781272080015,"IC"
-3.9108699867947,5.24577941240036,"IC"
-3.9108699867947,5.26374610400058,"IC"
-3.9108699867947,5.28171279560079,"IC"
-3.9108699867947,5.299679487201,"IC"
-3.9108699867947,5.31764617880122,"IC"
-3.9108699867947,5.33561287040143,"IC"
-3.9108699867947,5.35357956200165,"IC"
-3.9108699867947,5.37154625360186,"IC"
-3.9108699867947,5.38951294520207,"IC"
-3.9108699867947,5.40747963680229,"IC"
-3.9108699867947,5.4254463284025,"IC"
-3.9108699867947,5.44341302000271,"IC"
-3.9108699867947,5.46137971160293,"IC"
-3.9108699867947,5.47934640320314,"IC"
-3.9108699867947,5.49731309480336,"IC"
-3.9108699867947,5.51527978640357,"IC"
-3.9108699867947,5.53324647800378,"IC"
-3.9108699867947,5.551213169604,"IC"
-3.9108699867947,5.56917986120421,"IC"
-3.89282850531256,5.22781272080015,"IC"
-3.89282850531256,5.24577941240036,"IC"
-3.89282850531256,5.26374610400058,"IC"
-3.89282850531256,5.28171279560079,"IC"
-3.89282850531256,5.299679487201,"IC"
-3.89282850531256,5.31764617880122,"IC"
-3.89282850531256,5.33561287040143,"IC"
-3.89282850531256,5.35357956200165,"IC"
-3.89282850531256,5.37154625360186,"IC"
-3.89282850531256,5.38951294520207,"IC"
-3.89282850531256,5.40747963680229,"IC"
-3.89282850531256,5.4254463284025,"IC"
-3.89282850531256,5.44341302000271,"IC"
-3.89282850531256,5.46137971160293,"IC"
-3.89282850531256,5.47934640320314,"IC"
-3.89282850531256,5.49731309480336,"IC"
-3.89282850531256,5.51527978640357,"IC"
-3.89282850531256,5.53324647800378,"IC"
-3.89282850531256,5.551213169604,"IC"
-3.87478702383042,5.22781272080015,"IC"
-3.87478702383042,5.24577941240036,"IC"
-3.87478702383042,5.26374610400058,"IC"
-3.87478702383042,5.28171279560079,"IC"
-3.87478702383042,5.299679487201,"IC"
-3.87478702383042,5.31764617880122,"IC"
-3.87478702383042,5.33561287040143,"IC"
-3.87478702383042,5.35357956200165,"IC"
-3.87478702383042,5.37154625360186,"IC"
-3.87478702383042,5.38951294520207,"IC"
-3.87478702383042,5.40747963680229,"IC"
-3.87478702383042,5.4254463284025,"IC"
-3.87478702383042,5.44341302000271,"IC"
-3.87478702383042,5.46137971160293,"IC"
-3.87478702383042,5.47934640320314,"IC"
-3.87478702383042,5.49731309480336,"IC"
-3.87478702383042,5.51527978640357,"IC"
-3.85674554234828,5.22781272080015,"IC"
-3.85674554234828,5.24577941240036,"IC"
-3.85674554234828,5.26374610400058,"IC"
-3.85674554234828,5.28171279560079,"IC"
-3.85674554234828,5.299679487201,"IC"
-3.85674554234828,5.31764617880122,"IC"
-3.85674554234828,5.33561287040143,"IC"
-3.85674554234828,5.35357956200165,"IC"
-3.85674554234828,5.37154625360186,"IC"
-3.85674554234828,5.38951294520207,"IC"
-3.85674554234828,5.40747963680229,"IC"
-3.85674554234828,5.4254463284025,"IC"
-3.85674554234828,5.44341302000271,"IC"
-3.85674554234828,5.46137971160293,"IC"
-3.85674554234828,5.47934640320314,"IC"
-3.85674554234828,5.49731309480336,"IC"
-3.85674554234828,5.51527978640357,"IC"
-3.83870406086614,5.22781272080015,"IC"
-3.83870406086614,5.24577941240036,"IC"
-3.83870406086614,5.26374610400058,"IC"
-3.83870406086614,5.28171279560079,"IC"
-3.83870406086614,5.299679487201,"IC"
-3.83870406086614,5.31764617880122,"IC"
-3.83870406086614,5.33561287040143,"IC"
-3.83870406086614,5.35357956200165,"IC"
-3.83870406086614,5.37154625360186,"IC"
-3.83870406086614,5.38951294520207,"IC"
-3.83870406086614,5.40747963680229,"IC"
-3.83870406086614,5.4254463284025,"IC"
-3.83870406086614,5.44341302000271,"IC"
-3.83870406086614,5.46137971160293,"IC"
-3.83870406086614,5.47934640320314,"IC"
-3.83870406086614,5.49731309480336,"IC"
-3.820662579384,5.24577941240036,"IC"
-3.820662579384,5.26374610400058,"IC"
-3.820662579384,5.28171279560079,"IC"
-3.820662579384,5.299679487201,"IC"
-3.820662579384,5.31764617880122,"IC"
-3.820662579384,5.33561287040143,"IC"
-3.820662579384,5.35357956200165,"IC"
-3.820662579384,5.37154625360186,"IC"
-3.820662579384,5.38951294520207,"IC"
-3.820662579384,5.40747963680229,"IC"
-3.820662579384,5.4254463284025,"IC"
-3.820662579384,5.44341302000271,"IC"
-3.820662579384,5.46137971160293,"IC"
-3.80262109790186,5.28171279560079,"IC"
-3.80262109790186,5.299679487201,"IC"
-3.80262109790186,5.31764617880122,"IC"
-3.80262109790186,5.33561287040143,"IC"
-3.80262109790186,5.35357956200165,"IC"
-3.80262109790186,5.37154625360186,"IC"
-3.80262109790186,5.38951294520207,"IC"
-3.78457961641972,5.26374610400058,"IC"
-3.78457961641972,5.28171279560079,"IC"
-3.78457961641972,5.299679487201,"IC"
-3.78457961641972,5.31764617880122,"IC"
-3.78457961641972,5.33561287040143,"IC"
-3.78457961641972,5.35357956200165,"IC"
-3.78457961641972,5.37154625360186,"IC"
-3.76653813493758,5.28171279560079,"IC"
-3.76653813493758,5.299679487201,"IC"
-3.76653813493758,5.31764617880122,"IC"
-3.76653813493758,5.33561287040143,"IC"
-3.76653813493758,5.35357956200165,"IC"
-3.76653813493758,5.37154625360186,"IC"
-3.74849665345544,5.28171279560079,"IC"
-3.74849665345544,5.299679487201,"IC"
-3.74849665345544,5.31764617880122,"IC"
-3.74849665345544,5.33561287040143,"IC"
-3.7304551719733,5.28171279560079,"IC"
-3.7304551719733,5.299679487201,"IC"
-3.71241369049116,5.299679487201,"IC"
