station_id,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,culex pipiens,sex,x,y,culex.spp,region,dt_placement_original,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
288,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,1,F,10.844454,45.890818,1,Italy,2024-09-03,2024-08-18,45.89268207746006,10.84491126753387,0.2541678853465926,-0.012664057103384769,-0.2552693208430913,0.012664057103384769,0.2797122826435135,-0.01330304763343253,-0.2779798989728337,0.01330304763343253,0.04890169514398482,0.030367749629850237,0.038099193371675465,0.030367749629850237,2024-08-19,45.89268207746006,10.84491126753387,14921.0,14806.0,45.89268207746006,10.84491126753387,13931.529411764706,13586.333333333336,14177.4,13736.8,14344.444444444443,13958.166666666664,14576.916666666664,14084.533333333333,2024-08-19,45.850209730822826,10.850049630958074,1244.23996947892,2024-08-12,2024-08-05,2024-08-12,2024-08-05,45.61999887600541,66.20999846234918
315,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,BG-Sentinel,1,F,10.864102,45.919723,1,Italy,2024-09-03,2024-08-18,45.91963153598365,10.862877573216265,0.4580570769674258,0.08704061895551259,-0.4144295302013423,-0.08704061895551259,0.5201455652136124,0.14209168857215093,-0.4618547538630928,-0.14209168857215093,0.0990405503746892,0.07700707578100471,0.07413777981464639,0.07700707578100471,2024-08-19,45.91963153598365,10.86287757321626,14884.0,14783.0,45.91963153598365,10.86287757321626,13989.733333333335,13639.25,14228.909090909092,13863.75,14445.2,13895.583333333336,14698.5,14084.4,2024-08-19,45.950210188251006,10.850049630958074,1270.9599711298943,2024-08-12,2024-08-05,2024-08-12,2024-08-05,45.69999921694398,82.82999858632684
351,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,1,M,10.855636,45.894986,1,Italy,2024-09-03,2024-08-18,45.89717365388066,10.853894420375068,0.2356612184249628,-0.023485204321277608,-0.24453756360371146,0.023485204321277608,0.4186683624236077,0.08180020303361996,-0.3758243571407136,-0.08180020303361996,0.14619795157362195,0.09034941350150663,0.10538040424215196,0.09034941350150663,2024-08-19,45.89717365388066,10.853894420375068,15137.0,14798.0,45.89717365388066,10.853894420375068,13923.263157894737,13552.619047619048,14182.6,13691.4,14418.3,13918.692307692307,14629.583333333336,14055.857142857143,2024-08-19,45.850209730822826,10.850049630958074,1244.23996947892,2024-08-12,2024-08-05,2024-08-12,2024-08-05,45.61999887600541,66.20999846234918
CDCRA5,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,5,F,10.892337,45.915607,5,Italy,2024-09-03,2024-08-18,45.915139959563035,10.894318608160448,0.4862604540023894,0.1247739602169982,-0.4233409610983982,-0.1247739602169982,0.5534830045806045,0.159293547700432,-0.4700963098090971,-0.159293547700432,0.10191964197904683,0.07011646470182566,0.0668121808761435,0.07011646470182566,2024-08-19,45.915139959563035,10.894318608160448,14910.0,14741.0,45.91513995956304,10.894318608160448,13909.764705882351,13551.3,14179.727272727272,13802.2,14458.555555555557,13899.153846153846,14758.666666666664,14130.25,2024-08-19,45.950210188251006,10.850049630958074,1270.9599711298943,2024-08-12,2024-08-05,2024-08-12,2024-08-05,45.69999921694398,82.82999858632684
CDCRA6,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,CDC-trap,0,,10.862481,45.882249,0,Italy,2024-09-03,2024-08-18,45.88369892461886,10.862877573216265,0.5029515938606848,0.15412511332728915,-0.4470019892014777,-0.15412511332728915,0.5294032379487947,0.19591255637845573,-0.4530632311667568,-0.19591255637845573,0.0914701324714444,0.07817536777442904,0.06709615375847508,0.07817536777442904,2024-08-19,45.88369892461886,10.86287757321626,15102.0,14744.0,45.88369892461886,10.86287757321626,13901.45,13634.714285714286,14122.0,13838.0,14339.363636363636,13876.642857142857,14575.833333333336,14095.666666666664,2024-08-19,45.850209730822826,10.850049630958074,1244.23996947892,2024-08-12,2024-08-05,2024-08-12,2024-08-05,45.61999887600541,66.20999846234918
PO-BG-3,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,1,M,11.160635,46.083488,1,Italy,2024-09-03,2024-08-18,46.08132828712517,11.15932161697573,0.5395901846698711,0.2125921498306436,-0.4700483091787439,-0.2125921498306436,0.5538768616381815,0.21395846014263029,-0.4764827817129704,-0.21395846014263029,0.05225934263363366,0.04864481917636189,0.0325263109137134,0.04864481917636189,2024-08-19,46.08132828712517,11.15932161697573,14955.0,14719.0,46.08132828712517,11.15932161697573,13819.166666666664,13576.333333333336,14187.363636363636,13787.0,14404.818181818182,13898.5,14611.6,14062.692307692307,2024-08-19,46.05021064567919,11.150051003242629,1379.7499662805349,2024-08-12,2024-08-05,2024-08-12,2024-08-05,85.90999796800315,127.32999707572162
PO-BG-3,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,1,F,11.160635,46.083488,1,Italy,2024-09-03,2024-08-18,46.08132828712517,11.15932161697573,0.5395901846698711,0.2125921498306436,-0.4700483091787439,-0.2125921498306436,0.5538768616381815,0.21395846014263029,-0.4764827817129704,-0.21395846014263029,0.05225934263363366,0.04864481917636189,0.0325263109137134,0.04864481917636189,2024-08-19,46.08132828712517,11.15932161697573,14955.0,14719.0,46.08132828712517,11.15932161697573,13819.166666666664,13576.333333333336,14187.363636363636,13787.0,14404.818181818182,13898.5,14611.6,14062.692307692307,2024-08-19,46.05021064567919,11.150051003242629,1379.7499662805349,2024-08-12,2024-08-05,2024-08-12,2024-08-05,85.90999796800315,127.32999707572162
RA-CDC-1,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,7,F,10.891121,45.905765,7,Italy,2024-09-03,2024-08-18,45.906156806721846,10.88982703173985,0.5335044197319647,0.14352540931320434,-0.4618102745311226,-0.14352540931320434,0.6200235683332692,0.21827130359443506,-0.5164833854102497,-0.21827130359443506,0.047130163761266684,0.03948102912545392,0.03091519098860084,0.03948102912545392,2024-08-19,45.906156806721846,10.88982703173985,14892.0,14719.0,45.906156806721846,10.88982703173985,13874.052631578948,13503.954545454546,14166.454545454546,13781.8,14430.3,13891.076923076924,14734.8,14109.583333333336,2024-08-19,45.950210188251006,10.850049630958074,1270.9599711298943,2024-08-12,2024-08-05,2024-08-12,2024-08-05,45.69999921694398,82.82999858632684
TN-BG-6,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,29,F,11.125669,46.058128,29,Italy,2024-09-03,2024-08-18,46.05887040502219,11.127880582031544,0.2305516265912305,-0.02082160945413616,-0.2327311370882041,0.02082160945413616,0.2387731829159712,-0.021526418841025914,-0.2428139372614917,0.021526418841025914,0.052179511309668115,0.052691159278867805,0.03553098549010299,0.052691159278867805,2024-08-19,46.05887040502218,11.127880582031544,15087.0,14818.0,46.05887040502218,11.127880582031544,13848.0,13644.470588235294,14147.6,13827.4,14430.3,13972.636363636364,14663.777777777776,14125.363636363636,2024-08-19,46.05021064567919,11.150051003242629,1379.7499662805349,2024-08-12,2024-08-05,2024-08-12,2024-08-05,85.90999796800315,127.32999707572162
TN-BG-6,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,1,M,11.125669,46.058128,1,Italy,2024-09-03,2024-08-18,46.05887040502219,11.127880582031544,0.2305516265912305,-0.02082160945413616,-0.2327311370882041,0.02082160945413616,0.2387731829159712,-0.021526418841025914,-0.2428139372614917,0.021526418841025914,0.052179511309668115,0.052691159278867805,0.03553098549010299,0.052691159278867805,2024-08-19,46.05887040502218,11.127880582031544,15087.0,14818.0,46.05887040502218,11.127880582031544,13848.0,13644.470588235294,14147.6,13827.4,14430.3,13972.636363636364,14663.777777777776,14125.363636363636,2024-08-19,46.05021064567919,11.150051003242629,1379.7499662805349,2024-08-12,2024-08-05,2024-08-12,2024-08-05,85.90999796800315,127.32999707572162
TN-BG-9,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,11,F,11.091284,46.110328,11,Italy,2024-09-03,2024-08-18,46.108277745648756,11.091947970666759,0.1112624886466848,-0.006092607636068242,-0.11277853569804458,0.006092607636068242,0.1817324490447021,0.04027507345773596,-0.18576576020701235,-0.04027507345773596,0.06791334563822445,0.05326771141345393,0.05905878712315572,0.05326771141345393,2024-08-19,46.108277745648756,11.091947970666759,15104.0,14777.0,46.108277745648756,11.091947970666759,13814.5,13544.5,14149.181818181818,13816.666666666664,14354.555555555557,13828.153846153846,14550.0,14064.3,2024-08-19,46.15021110310738,11.050050545814443,1251.0699697248638,2024-08-12,2024-08-05,2024-08-12,2024-08-05,40.57999913580716,84.2099982779473
TN-BG-9,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,1,M,11.091284,46.110328,1,Italy,2024-09-03,2024-08-18,46.108277745648756,11.091947970666759,0.1112624886466848,-0.006092607636068242,-0.11277853569804458,0.006092607636068242,0.1817324490447021,0.04027507345773596,-0.18576576020701235,-0.04027507345773596,0.06791334563822445,0.05326771141345393,0.05905878712315572,0.05326771141345393,2024-08-19,46.108277745648756,11.091947970666759,15104.0,14777.0,46.108277745648756,11.091947970666759,13814.5,13544.5,14149.181818181818,13816.666666666664,14354.555555555557,13828.153846153846,14550.0,14064.3,2024-08-19,46.15021110310738,11.050050545814443,1251.0699697248638,2024-08-12,2024-08-05,2024-08-12,2024-08-05,40.57999913580716,84.2099982779473
PE-BG-5,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,7,F,11.24884,46.050028,7,Italy,2024-09-03,2024-08-18,46.049887252180994,11.249153145387693,0.6549654965496551,0.3092807975314502,-0.5364902506963788,-0.3092807975314502,0.6507064964547841,0.2838551752757954,-0.5417895229025463,-0.2838551752757954,0.03212329932839185,0.03971546672961465,0.027676234652177348,0.03971546672961465,2024-08-19,46.049887252180994,11.249153145387693,14965.0,14618.0,46.049887252180994,11.249153145387693,13776.842105263158,13539.736842105263,14031.428571428569,13594.666666666664,14308.083333333336,13802.076923076924,14409.833333333336,14050.916666666664,2024-08-19,46.05021064567919,11.250051460670813,1329.0999707039446,2024-08-12,2024-08-05,2024-08-12,2024-08-05,98.8699984755367,144.4999972935766
CD-BG-1,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Campodenno,,BG-Sentinel,3,F,11.059084,46.243979,3,Italy,2024-09-03,2024-08-18,46.24302503826671,11.060506935722575,0.5026567481402763,0.2044293015332197,-0.4311740890688259,-0.2044293015332197,0.5801497646494712,0.24942913081755924,-0.4901876134974365,-0.24942913081755924,0.05875997583383428,0.035830892988856285,0.04280911387808908,0.035830892988856285,2024-08-19,46.24302503826671,11.060506935722573,15063.0,14658.0,46.24302503826671,11.060506935722573,13751.846153846154,13468.529411764706,14081.090909090908,13577.4,14372.1,13798.642857142857,14553.0,14029.583333333336,2024-08-19,46.25021156053556,11.050050545814443,1224.0899717453867,2024-08-12,2024-08-05,2024-08-12,2024-08-05,66.59999789297581,89.63999756611884
  CL-BG-1,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Calceranica ,,BG-Sentinel,5,F,11.24699,46.003876,5,Italy,2024-09-03,2024-08-18,46.004971487975006,11.249153145387693,0.2840690978886756,0.17729872415310166,-0.16804888694893055,-0.17729872415310166,0.28932674534210034,0.2338508348074509,-0.1522823099674453,-0.2338508348074509,0.16559024612997206,0.07012490715767147,0.22835156524291314,0.07012490715767147,2024-08-19,46.004971487975006,11.249153145387693,14948.0,14672.0,46.004971487975006,11.249153145387693,13783.4,13578.7,13978.5,13524.0,14211.272727272728,13855.0,14347.083333333336,14074.214285714286,2024-08-19,46.05021064567919,11.250051460670813,1329.0999707039446,2024-08-12,2024-08-05,2024-08-12,2024-08-05,98.8699984755367,144.4999972935766
LE-BG-2,2024-08-19,36,8,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Levico,,BG-Sentinel,19,F,11.284448,46.00624,19,Italy,2024-09-03,2024-08-18,46.004971487975006,11.285085756752474,0.4895649987427709,0.20676308820533715,-0.4288470815243609,-0.20676308820533715,-0.018285896008904453,0.7841352405721717,-0.002028726771078518,-0.7841352405721717,0.0,0.0,0.0,0.0,2024-08-19,46.004971487975006,11.285085756752474,14980.0,14616.0,46.004971487975006,11.285085756752474,13760.45,13476.277777777776,13964.214285714286,13400.375,14313.2,13778.0,14411.727272727272,14139.333333333336,2024-08-19,46.05021064567919,11.250051460670813,1329.0999707039446,2024-08-12,2024-08-05,2024-08-12,2024-08-05,98.8699984755367,144.4999972935766
288,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,0,,10.844454,45.890818,0,Italy,2024-09-17,2024-09-02,45.89268207746006,10.84491126753387,0.26518859775410303,-0.004756511891279707,-0.2619184376794945,0.004756511891279707,0.2906829174998823,-0.004787968108232875,-0.2846871501500296,0.004787968108232875,0.04780401410672197,0.029509356921696338,0.03824854624776531,0.029509356921696338,2024-09-02,45.89268207746006,10.84491126753387,15126.0,14568.0,45.89268207746006,10.84491126753387,13931.529411764706,13586.333333333336,14177.4,13736.8,14344.444444444443,13958.166666666664,14576.916666666664,14084.533333333333,2024-09-02,45.850209730822826,10.850049630958074,1262.0399691332132,2024-08-26,2024-08-19,2024-08-26,2024-08-19,6.499999821186066,17.79999965429306
315,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,BG-Sentinel,0,,10.864102,45.919723,0,Italy,2024-09-17,2024-09-02,45.91963153598365,10.862877573216265,0.43249427917620137,0.047698744769874436,-0.39654210819854985,-0.047698744769874436,0.5021114099535566,0.1057877695415282,-0.451118184189107,-0.1057877695415282,0.09654294824643808,0.06995928296407228,0.07447935565590405,0.06995928296407228,2024-09-02,45.91963153598365,10.86287757321626,15074.0,14792.0,45.91963153598365,10.86287757321626,13989.733333333335,13639.25,14228.909090909092,13863.75,14445.2,13895.583333333336,14698.5,14084.4,2024-09-02,45.950210188251006,10.850049630958074,1290.0499708801508,2024-08-26,2024-08-19,2024-08-26,2024-08-19,2.529999926686287,19.08999975025654
351,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,1,F,10.855636,45.894986,1,Italy,2024-09-17,2024-09-02,45.89717365388066,10.853894420375068,0.2484813422042233,-0.020648967551622408,-0.2535579436537903,0.020648967551622408,0.4233514925135623,0.07467016504061186,-0.3787520724841121,-0.07467016504061186,0.13516853929774822,0.07156631377230806,0.09901711311064462,0.07156631377230806,2024-09-02,45.89717365388066,10.853894420375068,15203.0,14568.0,45.89717365388066,10.853894420375068,13923.263157894737,13552.619047619048,14182.6,13691.4,14418.3,13918.692307692307,14629.583333333336,14055.857142857143,2024-09-02,45.850209730822826,10.850049630958074,1262.0399691332132,2024-08-26,2024-08-19,2024-08-26,2024-08-19,6.499999821186066,17.79999965429306
CDCRA5,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,2,F,10.892337,45.915607,2,Italy,2024-09-17,2024-09-02,45.915139959563035,10.894318608160448,0.4924177396280401,0.1171557078603556,-0.4286496850178034,-0.1171557078603556,0.5697529323683553,0.20938281099788505,-0.4793038570084666,-0.20938281099788505,0.0,0.0,0.0,0.0,2024-09-02,45.915139959563035,10.894318608160448,15138.0,14442.0,45.91513995956304,10.894318608160448,13909.764705882351,13551.3,14179.727272727272,13802.2,14458.555555555557,13899.153846153846,14758.666666666664,14130.25,2024-09-02,45.950210188251006,10.850049630958074,1290.0499708801508,2024-08-26,2024-08-19,2024-08-26,2024-08-19,2.529999926686287,19.08999975025654
CDCRA6,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,CDC-trap,0,,10.862481,45.882249,0,Italy,2024-09-17,2024-09-02,45.88369892461886,10.862877573216265,0.4877213021130782,0.12746158840077906,-0.4396242055816525,-0.12746158840077906,0.5172874945476253,0.16980043886423446,-0.4460422078468185,-0.16980043886423446,0.0857480914160783,0.06889954677208647,0.06513560977720356,0.06889954677208647,2024-09-02,45.88369892461886,10.86287757321626,15134.0,14518.0,45.88369892461886,10.86287757321626,13901.45,13634.714285714286,14122.0,13838.0,14339.363636363636,13876.642857142857,14575.833333333336,14095.666666666664,2024-09-02,45.850209730822826,10.850049630958074,1262.0399691332132,2024-08-26,2024-08-19,2024-08-26,2024-08-19,6.499999821186066,17.79999965429306
PO-BG-3,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,1,F,11.160635,46.083488,1,Italy,2024-09-17,2024-09-02,46.08132828712517,11.15932161697573,0.528937517995969,0.14935064935064934,-0.4684734513274336,-0.14935064935064934,0.5299346277390342,0.13235036465563335,-0.4653112586679288,-0.13235036465563335,0.06170680828187972,0.0600101237250354,0.03626425343953312,0.0600101237250354,2024-09-02,46.08132828712517,11.15932161697573,15124.0,14718.0,46.08132828712517,11.15932161697573,13819.166666666664,13576.333333333336,14187.363636363636,13787.0,14404.818181818182,13898.5,14611.6,14062.692307692307,2024-09-02,46.05021064567919,11.150051003242629,1384.319966191426,2024-08-26,2024-08-19,2024-08-26,2024-08-19,1.5599999576807022,4.569999910891056
RA-CDC-1,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,5,F,10.891121,45.905765,5,Italy,2024-09-17,2024-09-02,45.906156806721846,10.88982703173985,0.5096449538719597,0.10226576852418864,-0.4446227929373997,-0.10226576852418864,0.5211778061911841,0.20050321975563093,-0.4354700777877003,-0.20050321975563093,0.041114534213939985,0.016692339461721148,0.03169637231420898,0.016692339461721148,2024-09-02,45.906156806721846,10.88982703173985,14603.0,14435.0,45.906156806721846,10.88982703173985,13874.052631578948,13503.954545454546,14166.454545454546,13781.8,14430.3,13891.076923076924,14734.8,14109.583333333336,2024-09-02,45.950210188251006,10.850049630958074,1290.0499708801508,2024-08-26,2024-08-19,2024-08-26,2024-08-19,2.529999926686287,19.08999975025654
RA-CDC-1,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,3,M,10.891121,45.905765,3,Italy,2024-09-17,2024-09-02,45.906156806721846,10.88982703173985,0.5096449538719597,0.10226576852418864,-0.4446227929373997,-0.10226576852418864,0.5211778061911841,0.20050321975563093,-0.4354700777877003,-0.20050321975563093,0.041114534213939985,0.016692339461721148,0.03169637231420898,0.016692339461721148,2024-09-02,45.906156806721846,10.88982703173985,14603.0,14435.0,45.906156806721846,10.88982703173985,13874.052631578948,13503.954545454546,14166.454545454546,13781.8,14430.3,13891.076923076924,14734.8,14109.583333333336,2024-09-02,45.950210188251006,10.850049630958074,1290.0499708801508,2024-08-26,2024-08-19,2024-08-26,2024-08-19,2.529999926686287,19.08999975025654
TN-BG-6,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,0,,11.125669,46.058128,0,Italy,2024-09-17,2024-09-02,46.05887040502219,11.127880582031544,0.2189992748368383,-0.017820625182588434,-0.21679334057184216,0.017820625182588434,0.22907779405789075,-0.02416129251053676,-0.2290598900809317,0.02416129251053676,0.05066427128797738,0.05275881171683654,0.03506488019273197,0.05275881171683654,2024-09-02,46.05887040502218,11.127880582031544,15183.0,14829.0,46.05887040502218,11.127880582031544,13848.0,13644.470588235294,14147.6,13827.4,14430.3,13972.636363636364,14663.777777777776,14125.363636363636,2024-09-02,46.05021064567919,11.150051003242629,1384.319966191426,2024-08-26,2024-08-19,2024-08-26,2024-08-19,1.5599999576807022,4.569999910891056
TN-BG-9,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,20,F,11.091284,46.110328,20,Italy,2024-09-17,2024-09-02,46.108277745648756,11.091947970666759,0.07846800560485759,-0.09255256435449008,-0.09795530194959584,0.09255256435449008,0.2133949336143035,0.012202704383579158,-0.2137798845003532,-0.012202704383579158,0.15848006718107474,0.11509031167880855,0.10892294476726026,0.11509031167880855,2024-09-02,46.108277745648756,11.091947970666759,15034.0,14766.0,46.108277745648756,11.091947970666759,13814.5,13544.5,14149.181818181818,13816.666666666664,14354.555555555557,13828.153846153846,14550.0,14064.3,2024-09-02,46.15021110310738,11.050050545814443,1255.7799696065485,2024-08-26,2024-08-19,2024-08-26,2024-08-19,1.1499999687075615,4.70999988168478
TN-BG-9,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,1,F,11.091284,46.110328,1,Italy,2024-09-17,2024-09-02,46.108277745648756,11.091947970666759,0.07846800560485759,-0.09255256435449008,-0.09795530194959584,0.09255256435449008,0.2133949336143035,0.012202704383579158,-0.2137798845003532,-0.012202704383579158,0.15848006718107474,0.11509031167880855,0.10892294476726026,0.11509031167880855,2024-09-02,46.108277745648756,11.091947970666759,15034.0,14766.0,46.108277745648756,11.091947970666759,13814.5,13544.5,14149.181818181818,13816.666666666664,14354.555555555557,13828.153846153846,14550.0,14064.3,2024-09-02,46.15021110310738,11.050050545814443,1255.7799696065485,2024-08-26,2024-08-19,2024-08-26,2024-08-19,1.1499999687075615,4.70999988168478
TN-BG-9,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,1,F,11.091284,46.110328,1,Italy,2024-09-17,2024-09-02,46.108277745648756,11.091947970666759,0.07846800560485759,-0.09255256435449008,-0.09795530194959584,0.09255256435449008,0.2133949336143035,0.012202704383579158,-0.2137798845003532,-0.012202704383579158,0.15848006718107474,0.11509031167880855,0.10892294476726026,0.11509031167880855,2024-09-02,46.108277745648756,11.091947970666759,15034.0,14766.0,46.108277745648756,11.091947970666759,13814.5,13544.5,14149.181818181818,13816.666666666664,14354.555555555557,13828.153846153846,14550.0,14064.3,2024-09-02,46.15021110310738,11.050050545814443,1255.7799696065485,2024-08-26,2024-08-19,2024-08-26,2024-08-19,1.1499999687075615,4.70999988168478
PE-BG-5,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,0,,11.24884,46.050028,0,Italy,2024-09-17,2024-09-02,46.049887252180994,11.249153145387693,0.652238253792083,0.2990110529377545,-0.5205992509363295,-0.2990110529377545,0.6499213966119439,0.25155133181899203,-0.5311957880861826,-0.25155133181899203,0.02746473596157414,0.05517308473454111,0.027279480574451474,0.05517308473454111,2024-09-02,46.049887252180994,11.249153145387693,15009.0,14511.0,46.049887252180994,11.249153145387693,13776.842105263158,13539.736842105263,14031.428571428569,13594.666666666664,14308.083333333336,13802.076923076924,14409.833333333336,14050.916666666664,2024-09-02,46.05021064567919,11.250051460670813,1338.5699703879654,2024-08-26,2024-08-19,2024-08-26,2024-08-19,8.039999727159739,9.469999684020877
CD-BG-1,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Campodenno,,BG-Sentinel,0,,11.059084,46.243979,0,Italy,2024-09-17,2024-09-02,46.24302503826671,11.060506935722575,0.4741843522331327,0.15713575335653904,-0.4034981905910737,-0.15713575335653904,0.5690173208572997,0.2279581553259644,-0.4720546335723142,-0.2279581553259644,0.06591532354112735,0.052989704723385884,0.04504241853259718,0.052989704723385884,2024-09-02,46.24302503826671,11.060506935722573,14896.0,14624.0,46.24302503826671,11.060506935722573,13751.846153846154,13468.529411764706,14081.090909090908,13577.4,14372.1,13798.642857142857,14553.0,14029.583333333336,2024-09-02,46.25021156053556,11.050050545814443,1226.4499716702849,2024-08-26,2024-08-19,2024-08-26,2024-08-19,1.3399999737739563,2.3599999248981476
  CL-BG-1,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Calceranica ,,BG-Sentinel,2,F,11.24699,46.003876,2,Italy,2024-09-17,2024-09-02,46.004971487975006,11.249153145387693,0.2462552426602757,0.13661202185792354,-0.12008616047388256,-0.13661202185792354,0.21154771421860608,0.30487254673591996,-0.05203992900312183,-0.30487254673591996,0.249172225491624,0.1853108843538881,0.32710307025427265,0.1853108843538881,2024-09-02,46.004971487975006,11.249153145387693,14893.0,14488.0,46.004971487975006,11.249153145387693,13783.4,13578.7,13978.5,13524.0,14211.272727272728,13855.0,14347.083333333336,14074.214285714286,2024-09-02,46.05021064567919,11.250051460670813,1338.5699703879654,2024-08-26,2024-08-19,2024-08-26,2024-08-19,8.039999727159739,9.469999684020877
  CL-BG-1,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Calceranica ,,BG-Sentinel,1,M,11.24699,46.003876,1,Italy,2024-09-17,2024-09-02,46.004971487975006,11.249153145387693,0.2462552426602757,0.13661202185792354,-0.12008616047388256,-0.13661202185792354,0.21154771421860608,0.30487254673591996,-0.05203992900312183,-0.30487254673591996,0.249172225491624,0.1853108843538881,0.32710307025427265,0.1853108843538881,2024-09-02,46.004971487975006,11.249153145387693,14893.0,14488.0,46.004971487975006,11.249153145387693,13783.4,13578.7,13978.5,13524.0,14211.272727272728,13855.0,14347.083333333336,14074.214285714286,2024-09-02,46.05021064567919,11.250051460670813,1338.5699703879654,2024-08-26,2024-08-19,2024-08-26,2024-08-19,8.039999727159739,9.469999684020877
LE-BG-2,2024-09-02,38,9,2024,,,Italy,,,,Trentino-Alto Adige,,Trentino,Levico,,BG-Sentinel,1,F,11.284448,46.00624,1,Italy,2024-09-17,2024-09-02,46.004971487975006,11.285085756752474,0.4861705161106358,0.1528422915284229,-0.4287280701754385,-0.1528422915284229,0.5014613316066522,0.2206738886962107,-0.3894389396377957,-0.2206738886962107,0.14583659365969545,0.08949093885861283,0.19077796822348408,0.08949093885861283,2024-09-02,46.004971487975006,11.285085756752474,14977.0,14490.0,46.004971487975006,11.285085756752474,13760.45,13476.277777777776,13964.214285714286,13400.375,14313.2,13778.0,14411.727272727272,14139.333333333336,2024-09-02,46.05021064567919,11.250051460670813,1338.5699703879654,2024-08-26,2024-08-19,2024-08-26,2024-08-19,8.039999727159739,9.469999684020877
